"행정구역","2026년08월_계_총인구수","2026년08월_계_연령구간인구수","2026년08월_계_0~4세","2026년08월_계_5~9세","2026년08월_계_10~14세","2026년08월_계_15~19세","2026년08월_계_20~24세","2026년08월_계_25~29세","2026년08월_계_30~34세","2026년08월_계_35~39세","2026년08월_계_40~44세","2026년08월_계_45~49세","2026년08월_계_50~54세","2026년08월_계_55~59세","2026년08월_계_60~64세","2026년08월_계_65~69세","2026년08월_계_70~74세","2026년08월_계_75~79세","2026년08월_계_80~84세","2026년08월_계_85~89세","2026년08월_계_90~94세","2026년08월_계_95~99세","2026년08월_계_100세 이상","2026년08월_남_총인구수","2026년08월_남_연령구간인구수","2026년08월_남_0~4세","2026년08월_남_5~9세","2026년08월_남_10~14세","2026년08월_남_15~19세","2026년08월_남_20~24세","2026년08월_남_25~29세","2026년08월_남_30~34세","2026년08월_남_35~39세","2026년08월_남_40~44세","2026년08월_남_45~49세","2026년08월_남_50~54세","2026년08월_남_55~59세","2026년08월_남_60~64세","2026년08월_남_65~69세","2026년08월_남_70~74세","2026년08월_남_75~79세","2026년08월_남_80~84세","2026년08월_남_85~89세","2026년08월_남_90~94세","2026년08월_남_95~99세","2026년08월_남_100세 이상","2026년08월_여_총인구수","2026년08월_여_연령구간인구수","2026년08월_여_0~4세","2026년08월_여_5~9세","2026년08월_여_10~14세","2026년08월_여_15~19세","2026년08월_여_20~24세","2026년08월_여_25~29세","2026년08월_여_30~34세","2026년08월_여_35~39세","2026년08월_여_40~44세","2026년08월_여_45~49세","2026년08월_여_50~54세","2026년08월_여_55~59세","2026년08월_여_60~64세","2026년08월_여_65~69세","2026년08월_여_70~74세","2026년08월_여_75~79세","2026년08월_여_80~84세","2026년08월_여_85~89세","2026년08월_여_90~94세","2026년08월_여_95~99세","2026년08월_여_100세 이상"
"경상남도 사천시 (4824000000)","107,796","107,796","2,201","2,927","4,678","5,185","3,801","4,914","5,581","4,891","6,499","8,503","9,378","10,021","8,928","9,689","7,289","5,531","3,893","2,614","1,036","216","21","54,781","54,781","1,122","1,524","2,432","2,712","2,261","2,959","3,331","2,686","3,407","4,393","5,005","5,296","4,684","4,678","3,444","2,426","1,398","774","220","28","1","53,015","53,015","1,079","1,403","2,246","2,473","1,540","1,955","2,250","2,205","3,092","4,110","4,373","4,725","4,244","5,011","3,845","3,105","2,495","1,840","816","188","20"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","532,854","532,854","13,610","19,206","28,852","29,577","23,794","28,319","33,667","31,418","38,681","46,412","50,795","53,442","43,294","37,227","22,814","14,550","9,218","5,529","2,022","387","40","269,408","269,408","7,003","9,940","14,642","15,136","13,304","15,530","18,012","16,578","19,812","23,248","25,012","26,846","22,405","18,930","11,034","6,335","3,517","1,617","452","52","3","263,446","263,446","6,607","9,266","14,210","14,441","10,490","12,789","15,655","14,840","18,869","23,164","25,783","26,596","20,889","18,297","11,780","8,215","5,701","3,912","1,570","335","37"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","98,305","98,305","1,327","2,064","3,149","3,657","2,798","3,439","3,831","3,599","4,813","5,948","7,047","8,997","10,395","12,182","9,494","6,576","4,553","2,976","1,207","229","24","48,828","48,828","669","1,051","1,639","1,936","1,635","2,018","2,264","1,947","2,546","3,154","3,696","4,571","5,253","6,018","4,580","2,974","1,736","853","253","31","4","49,477","49,477","658","1,013","1,510","1,721","1,163","1,421","1,567","1,652","2,267","2,794","3,351","4,426","5,142","6,164","4,914","3,602","2,817","2,123","954","198","20"
"경상남도 거제시 (4831000000)","228,774","228,774","4,542","8,632","14,819","13,832","8,261","9,418","9,951","11,874","20,240","23,351","23,375","22,030","17,431","16,943","10,737","6,260","3,696","2,213","949","194","26","120,356","120,356","2,365","4,477","7,686","7,213","4,920","5,395","5,563","6,098","10,621","12,695","12,645","12,043","9,256","8,605","5,333","3,102","1,453","663","195","25","3","108,418","108,418","2,177","4,155","7,133","6,619","3,341","4,023","4,388","5,776","9,619","10,656","10,730","9,987","8,175","8,338","5,404","3,158","2,243","1,550","754","169","23"
"경상남도 양산시 (4833000000)","361,044","361,044","9,851","14,107","19,506","18,290","13,604","17,163","22,028","22,722","27,851","31,866","31,213","32,337","28,097","27,533","18,712","11,938","7,745","4,544","1,559","345","33","180,922","180,922","5,062","7,268","9,956","9,371","7,377","9,200","11,554","11,819","14,427","16,254","15,866","15,928","14,263","13,406","8,727","5,370","3,164","1,441","405","56","8","180,122","180,122","4,789","6,839","9,550","8,919","6,227","7,963","10,474","10,903","13,424","15,612","15,347","16,409","13,834","14,127","9,985","6,568","4,581","3,103","1,154","289","25"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,518","24,518","261","368","595","698","581","635","685","687","924","1,220","1,631","2,345","2,616","3,367","2,556","1,848","1,512","1,302","555","114","18","12,292","12,292","146","187","339","371","351","395","388","340","477","696","920","1,288","1,461","1,837","1,321","838","493","341","89","12","2","12,226","12,226","115","181","256","327","230","240","297","347","447","524","711","1,057","1,155","1,530","1,235","1,010","1,019","961","466","102","16"
"경상남도 함안군 (4873000000)","56,655","56,655","652","1,236","2,240","2,798","1,713","1,773","1,839","1,852","2,795","4,022","4,619","5,508","5,714","6,600","4,919","3,338","2,343","1,838","699","148","9","29,149","29,149","324","667","1,153","1,431","1,069","1,076","1,100","973","1,398","2,108","2,576","3,076","3,079","3,513","2,496","1,620","824","505","142","18","1","27,506","27,506","328","569","1,087","1,367","644","697","739","879","1,397","1,914","2,043","2,432","2,635","3,087","2,423","1,718","1,519","1,333","557","130","8"
"경상남도 창녕군 (4874000000)","54,173","54,173","640","1,004","1,634","2,074","1,145","1,423","1,695","1,771","2,472","3,013","3,720","5,153","5,958","7,097","5,404","3,910","2,902","2,145","829","171","13","27,268","27,268","349","521","845","1,103","689","850","990","1,030","1,312","1,661","2,078","2,872","3,100","3,639","2,642","1,768","1,038","594","167","19","1","26,905","26,905","291","483","789","971","456","573","705","741","1,160","1,352","1,642","2,281","2,858","3,458","2,762","2,142","1,864","1,551","662","152","12"
"경상남도 고성군 (4882000000)","46,712","46,712","385","753","1,591","2,127","1,208","1,283","1,272","1,241","2,101","2,749","3,453","4,590","4,916","5,838","4,511","3,450","2,430","1,834","815","153","12","23,771","23,771","194","392","821","1,247","703","779","728","704","1,132","1,510","1,922","2,523","2,630","3,008","2,198","1,606","911","561","177","25","0","22,941","22,941","191","361","770","880","505","504","544","537","969","1,239","1,531","2,067","2,286","2,830","2,313","1,844","1,519","1,273","638","128","12"
"경상남도 남해군 (4884000000)","41,073","41,073","380","600","1,153","1,724","1,118","1,190","1,145","1,049","1,484","2,030","2,887","3,745","4,336","5,074","3,938","3,383","2,511","2,093","961","231","41","20,101","20,101","186","303","653","950","645","715","689","568","747","1,058","1,550","2,037","2,268","2,575","1,857","1,540","951","610","173","22","4","20,972","20,972","194","297","500","774","473","475","456","481","737","972","1,337","1,708","2,068","2,499","2,081","1,843","1,560","1,483","788","209","37"
"경상남도 하동군 (4885000000)","39,565","39,565","388","595","913","1,182","887","1,034","1,080","1,006","1,365","1,844","2,833","4,134","4,452","5,403","4,001","3,089","2,401","1,906","817","202","33","19,906","19,906","196","312","482","632","525","623","626","563","714","1,024","1,557","2,286","2,364","2,850","2,043","1,438","885","564","181","38","3","19,659","19,659","192","283","431","550","362","411","454","443","651","820","1,276","1,848","2,088","2,553","1,958","1,651","1,516","1,342","636","164","30"
"경상남도 산청군 (4886000000)","32,628","32,628","294","419","695","963","718","815","797","839","1,042","1,469","2,147","3,396","3,889","4,525","3,542","2,537","2,016","1,657","704","138","26","16,301","16,301","156","198","387","543","403","472","471","444","567","800","1,171","1,798","2,121","2,379","1,835","1,231","726","449","131","17","2","16,327","16,327","138","221","308","420","315","343","326","395","475","669","976","1,598","1,768","2,146","1,707","1,306","1,290","1,208","573","121","24"
"경상남도 함양군 (4887000000)","35,074","35,074","363","691","1,056","1,344","888","994","1,014","955","1,414","1,758","2,452","3,503","3,719","4,313","3,376","2,569","2,062","1,767","670","150","16","17,218","17,218","177","354","558","713","524","580","575","491","718","923","1,375","1,852","2,026","2,201","1,657","1,131","714","509","113","24","3","17,856","17,856","186","337","498","631","364","414","439","464","696","835","1,077","1,651","1,693","2,112","1,719","1,438","1,348","1,258","557","126","13"
"경상남도 거창군 (4888000000)","58,737","58,737","1,095","1,454","2,329","3,235","1,965","2,208","2,287","2,187","2,888","3,491","4,318","5,445","5,411","6,199","4,685","3,451","2,696","2,219","959","186","29","28,930","28,930","585","764","1,191","1,862","1,164","1,250","1,262","1,163","1,423","1,775","2,209","2,853","2,799","3,055","2,249","1,502","948","618","218","38","2","29,807","29,807","510","690","1,138","1,373","801","958","1,025","1,024","1,465","1,716","2,109","2,592","2,612","3,144","2,436","1,949","1,748","1,601","741","148","27"
"경상남도 합천군 (4889000000)","38,732","38,732","361","516","848","1,062","714","1,002","1,020","878","1,347","1,779","2,370","3,555","4,280","5,515","4,150","3,306","2,713","2,191","945","154","26","19,225","19,225","192","270","471","587","422","573","588","494","755","985","1,365","1,977","2,392","2,892","2,093","1,458","918","584","186","20","3","19,507","19,507","169","246","377","475","292","429","432","384","592","794","1,005","1,578","1,888","2,623","2,057","1,848","1,795","1,607","759","134","23"
"제주특별자치도  (5000000000)","662,681","662,681","17,134","25,395","35,322","34,549","28,484","34,920","40,374","36,533","47,019","54,013","57,889","60,319","52,830","47,462","32,300","23,146","17,044","11,379","5,176","1,196","197","331,063","331,063","8,733","13,041","18,048","17,815","15,593","18,290","20,970","18,236","23,422","27,335","29,916","31,218","27,130","23,495","15,301","10,409","6,947","3,733","1,250","166","15","331,618","331,618","8,401","12,354","17,274","16,734","12,891","16,630","19,404","18,297","23,597","26,678","27,973","29,101","25,700","23,967","16,999","12,737","10,097","7,646","3,926","1,030","182"
"제주특별자치도 제주시 (5011000000)","484,149","484,149","13,322","18,874","26,267","25,814","22,246","27,087","31,832","28,222","35,027","39,646","42,166","43,590","37,091","32,591","22,027","15,364","11,226","7,445","3,357","816","139","241,166","241,166","6,774","9,658","13,426","13,304","12,001","14,051","16,425","14,184","17,582","19,967","21,457","22,242","18,838","16,032","10,426","6,869","4,578","2,429","806","109","8","242,983","242,983","6,548","9,216","12,841","12,510","10,245","13,036","15,407","14,038","17,445","19,679","20,709","21,348","18,253","16,559","11,601","8,495","6,648","5,016","2,551","707","131"
"제주특별자치도 서귀포시 (5013000000)","178,532","178,532","3,812","6,521","9,055","8,735","6,238","7,833","8,542","8,311","11,992","14,367","15,723","16,729","15,739","14,871","10,273","7,782","5,818","3,934","1,819","380","58","89,897","89,897","1,959","3,383","4,622","4,511","3,592","4,239","4,545","4,052","5,840","7,368","8,459","8,976","8,292","7,463","4,875","3,540","2,369","1,304","444","57","7","88,635","88,635","1,853","3,138","4,433","4,224","2,646","3,594","3,997","4,259","6,152","6,999","7,264","7,753","7,447","7,408","5,398","4,242","3,449","2,630","1,375","323","51"
